0, 0.494702 -1.482792 -1.498744 0.498308;
1, 0.494887 -1.487862 0.490025 0.498754;
2, 0.496171 -1.490215 0.489548 0.499054;
3, -1.495284 -1.485744 -1.49956 0.498525;
4, 0.496597 0.49182 -1.493713 -1.490875;
5, -1.499658 0.492246 -1.497064 -1.493099;
6, 0.494653 0.494825 -1.494367 -1.489984;
7, 0.498493 0.494039 -1.49185 14.526535;
8, -24.167199 -24.783912 21.783561 24.74437;
9, -24.977721 -25.822065 22.062248 27.830789;
10, -19.776957 -26.695392 18.872233 27.208931;
11, -24.417132 -26.418503 23.34096 26.936727;
12, -37.718725 -27.621219 24.9643 39.47444;
13, -37.986318 -29.668661 27.773421 41.167192;
14, -37.263342 -26.271788 20.714684 39.083414;
15, -38.917269 -27.783627 22.67019 42.324968;
16, -51.347629 -33.672169 31.613221 54.615167;
17, -46.308394 -33.471401 31.918901 47.909945;
18, -48.641554 -34.725841 27.746747 53.035792;
19, -50.685064 -28.459724 29.203659 53.235759;
20, -65.579112 0.472805 5.430641 67.042699;
21, -65.766282 0.476533 7.730189 68.576822;
22, -58.603215 -34.289793 33.444025 60.76874;
23, -62.23316 179.318322 9.515694 66.121554;
24, -327.667052 -38.91763 35.493784 93.686462;
25, -75.196927 166.280226 72.233391 77.612953;
26, -76.720501 163.454366 152.769866 82.559087;
27, -76.508516 -76.0457 -1.497279 81.13644;
28, 0.497246 -1.484765 0.487825 0.499342;
29, 0.497335 -1.484196 0.487538 0.49866;
30, 0.496571 -1.482995 0.489515 0.49806;
31, 0.49732 -1.481781 0.490805 0.498033;
32, 0.498223 0.493786 -1.492609 13.789288;
33, -1.490381 0.498566 -1.491875 -1.488193;
34, 0.499178 0.49553 -1.490796 -1.489253;
35, -1.493519 0.497818 -1.491864 -1.487971;
36, -22.138205 -23.514334 19.123244 26.473172;
37, -22.992686 -25.693166 20.200863 26.483381;
38, -21.673269 -25.297663 18.307279 26.05343;
39, -21.856746 -21.787418 20.051899 22.000623;
40, -37.615644 -27.850697 22.185021 39.478652;
41, -37.155562 -25.813187 21.441873 34.998261;
42, -34.607165 -26.45552 20.51425 37.835049;
43, -37.434817 -28.930959 24.740413 36.737768;
44, -46.964906 -34.483863 31.498417 49.411787;
45, -49.154277 -33.719918 29.087109 54.472681;
46, -46.165028 -39.467987 40.506212 47.989231;
47, -47.731125 -40.286717 40.01092 49.837138;
48, -63.358786 -42.159783 73.611486 64.678891;
49, -63.874769 0.483071 8.124219 66.03634;
50, -58.034805 -34.234672 19.092793 61.601316;
51, -62.659762 -164.405483 74.765749 66.714726;
52, -80.563379 162.195166 74.5171 82.772789;
53, -80.595382 163.114213 0.497298 88.893582;
54, -75.57421 167.995995 68.684333 80.059333;
55, -76.424311 -158.525571 73.592565 77.615227;
56, 0.497079 -1.487234 -1.492439 0.497287;
57, 0.497536 0.499302 -1.496681 -1.48977;
58, 0.495187 -1.492478 0.499843 -1.487887;
59, 0.495177 0.499521 0.499619 -1.486859;
60, 0.496707 -1.496632 0.499921 -1.490127;
61, 0.491754 0.498243 0.495947 -1.490712;
62, -1.494022 0.49818 -1.494679 -1.488484;
63, 0.498917 -1.499533 -1.495116 -1.485288;
64, -29.582584 -26.045426 23.854323 30.806422;
65, -22.715 -26.509974 21.303728 29.862867;
66, -27.720244 -25.482621 26.254873 26.902072;
67, -28.809742 -27.037455 24.398297 32.185597;
68, -39.049531 -28.512424 22.511194 41.205721;
69, -38.263432 -24.579708 20.79767 37.273438;
70, -39.785625 -22.770806 21.980294 35.117996;
71, -39.507626 -23.436921 20.807347 38.549378;
72, -50.270988 -32.426398 33.773871 49.122763;
73, -52.378543 -31.851829 16.098357 57.08859;
74, -52.457853 -29.259438 17.727168 54.892489;
75, -48.852962 -32.590658 31.047174 54.958049;
76, -67.536529 -241.940683 5.425597 70.85366;
77, -69.586518 -9.315987 -1.464952 72.784851;
78, -71.019723 0.481099 -1.472425 74.336037;
79, -62.870405 -244.438374 9.834604 70.396997;
80, -327.135097 -39.851757 237.263239 93.29706;
81, -320.613369 -34.900396 84.274464 320.228592;
82, -321.412782 160.877333 -85.619063 318.583266;
83, -74.3849 161.509703 -1.479234 82.359225;
