0, -1.499261 -1.497665 -1.49943 0.499885;
1, -1.499398 -1.498655 -1.499856 -1.498162;
2, 0.499481 0.499774 0.498506 -1.498252;
3, -1.499323 -1.498035 -1.499593 0.49993;
4, 0.498944 0.498633 -1.498914 -1.497452;
5, 0.499178 0.498784 0.499923 -1.498587;
6, 0.498955 0.499469 -1.498924 -1.498528;
7, 0.499219 0.498883 -1.498457 -1.49757;
8, 0.494889 -28.384735 -1.49086 -1.494029;
9, 0.494414 -28.969062 25.484799 -1.490831;
10, 0.49636 -30.837676 -1.495254 -1.491807;
11, 0.493701 -28.53531 30.00136 -1.495181;
12, -36.562838 -33.637675 38.060682 37.447661;
13, -36.983927 -35.760961 40.775059 39.439606;
14, -36.645401 -32.769927 30.873545 39.297557;
15, -35.108176 -33.968726 28.876526 37.510237;
16, -52.955598 -91.48249 84.405215 55.350083;
17, 0.498021 -37.85478 41.811169 50.47125;
18, -49.74664 -36.57464 -1.496081 52.622893;
19, -52.175648 -90.7808 75.564289 54.343072;
20, -64.025569 -1.498176 -1.495497 -1.499791;
21, -1.495661 0.498666 -1.49555 0.498576;
22, -62.21984 -45.856402 57.751413 66.411935;
23, -63.729594 -81.556683 76.26556 68.914823;
24, 0.497035 -41.17977 41.413354 -1.499084;
25, -76.468124 -81.885431 78.32754 76.267783;
26, 0.497846 -152.609929 75.685749 -1.497194;
27, 0.496392 0.498442 0.498666 79.031808;
28, 0.499426 -1.498296 0.498382 -1.498092;
29, 0.499547 -1.498319 0.498162 -1.498118;
30, 0.499293 -1.497776 -1.499961 0.499826;
31, -1.499293 -1.497498 -1.499399 0.49971;
32, 0.499238 0.498519 -1.498573 -1.497976;
33, -1.499954 0.499963 -1.498387 -1.498025;
34, 0.498769 0.49915 -1.498036 -1.498134;
35, 0.499408 0.499806 -1.498529 -1.497827;
36, 0.496086 -26.153279 -1.493946 -1.495852;
37, 0.49664 -28.408133 -1.491442 -1.493836;
38, 0.496884 -27.500348 -1.49038 -1.494643;
39, 0.496997 -23.464286 23.273734 -1.497226;
40, -38.257197 -32.223878 27.951595 39.434717;
41, -35.818392 -31.834092 27.37529 35.261211;
42, 0.499017 -32.250084 29.827009 37.231916;
43, -37.630193 -33.351944 32.81942 37.995067;
44, -47.354625 -36.510066 36.393004 49.358555;
45, -50.899735 -35.12039 165.508813 55.46803;
46, -48.906496 -50.150401 52.654752 54.011511;
47, -50.544909 -46.59179 48.954918 56.80561;
48, -63.556236 -82.409211 79.387055 64.609864;
49, -1.494404 -83.566739 -1.491882 0.497201;
50, -60.822098 -82.480994 77.757314 64.562011;
51, -62.415521 -81.014933 76.471179 65.509552;
52, 0.4954 0.499684 -1.497648 -1.493494;
53, -1.499014 -80.059992 76.780919 -1.498973;
54, -75.794944 -82.304376 75.610692 79.54137;
55, -1.495386 -78.161019 77.054051 76.279065;
56, -1.499305 -1.497447 -1.498259 0.499387;
57, 0.499119 -1.499819 -1.499537 -1.497826;
58, -1.499732 0.499554 0.499762 -1.49761;
59, -1.499926 0.499437 0.499858 -1.497783;
60, 0.499133 -1.499368 -1.498878 -1.49834;
61, 0.498891 0.499323 0.499473 -1.497809;
62, 0.499067 -1.499931 -1.498717 -1.498048;
63, 0.499186 -1.499865 -1.498454 -1.497882;
64, 0.494293 -29.619208 28.310243 29.002263;
65, 0.496717 -30.711604 -1.496006 28.678355;
66, 0.494215 -28.136083 28.485752 -1.495592;
67, 0.495516 -31.148475 -1.497847 29.367915;
68, -38.595409 -34.308791 29.403651 40.749745;
69, -35.903988 -33.069227 32.466387 34.737782;
70, -36.395291 -34.302468 30.767127 -1.497014;
71, -38.133985 -32.437731 35.155159 36.456628;
72, -50.516291 -37.806396 54.398173 50.634501;
73, -54.557453 -91.079282 -1.492327 56.931891;
74, 0.499161 0.492241 89.194357 52.090404;
75, -1.496982 -46.912422 49.152237 55.78431;
76, -1.494844 -80.636068 72.784409 -1.499449;
77, 0.499813 -83.391622 -1.491871 -1.497165;
78, 0.499901 0.486901 -1.495308 -1.496631;
79, -62.254588 -85.492427 -1.493758 69.272862;
80, 0.498863 -43.506024 152.584187 -1.497202;
81, -77.310037 -82.594556 80.491195 -1.494858;
82, -77.217296 -82.519621 79.537301 -1.491604;
83, 0.496532 -84.171181 78.1668 -1.494242;
